locus_tag	ftype	length_bp	gene	EC_number	COG	product
FCDJCBPM_04469	gene	909	ppaC			
FCDJCBPM_04470	gene	426				
FCDJCBPM_04471	gene	1290	eno_2			
FCDJCBPM_04472	gene	3003				
FCDJCBPM_04473	gene	573	ddpX			
FCDJCBPM_04474	gene	1113	doeA_4			
FCDJCBPM_04475	gene	1224	ylmB			
FCDJCBPM_04476	gene	1641	gsiA_3			
FCDJCBPM_04477	gene	828	ddpC_2			
FCDJCBPM_04478	gene	948	dppB_4			
FCDJCBPM_04479	gene	1599	gsiB_5			
FCDJCBPM_04480	gene	1284	dapE_4			
FCDJCBPM_04481	gene	771	dasR_2			
FCDJCBPM_04482	gene	822				
FCDJCBPM_04483	gene	216				
FCDJCBPM_04484	gene	1119				
FCDJCBPM_04485	gene	1062				
FCDJCBPM_04486	gene	339				
FCDJCBPM_04487	gene	1926				
FCDJCBPM_04488	gene	804				
FCDJCBPM_04489	gene	930				
FCDJCBPM_04490	gene	165				
FCDJCBPM_04491	gene	213				
FCDJCBPM_04492	gene	1050				
FCDJCBPM_04493	gene	921				
FCDJCBPM_04494	gene	807	cmpD_3			
FCDJCBPM_04495	gene	1545	dadD_2			
FCDJCBPM_04496	gene	693				
FCDJCBPM_04497	gene	828				
FCDJCBPM_04498	gene	552				
FCDJCBPM_04499	gene	942	tdh			
FCDJCBPM_04500	gene	1611	treF			
FCDJCBPM_04501	gene	771	gdhI			
FCDJCBPM_04502	gene	600	gbpA_3			
FCDJCBPM_04503	gene	423				
FCDJCBPM_04504	gene	1293				
FCDJCBPM_04505	gene	960				
FCDJCBPM_04506	gene	930	pcpR			
FCDJCBPM_04507	gene	921	dmlR_11			
FCDJCBPM_04508	gene	1296				
FCDJCBPM_04509	gene	531				
FCDJCBPM_04510	gene	1056	ada_2			
FCDJCBPM_04511	gene	1599	glpE_3			
FCDJCBPM_04512	gene	597				
FCDJCBPM_04513	gene	906	gltR_2			
FCDJCBPM_04514	gene	1515				
FCDJCBPM_04515	gene	438				
FCDJCBPM_04516	gene	1035				
FCDJCBPM_04517	gene	108				
FCDJCBPM_04518	gene	1371				
FCDJCBPM_04519	gene	1323				
FCDJCBPM_04520	gene	909				
FCDJCBPM_04521	gene	339				
FCDJCBPM_04522	gene	2262	cpdA_6			
FCDJCBPM_04523	gene	531				
FCDJCBPM_04524	gene	216				
FCDJCBPM_04525	gene	948				
FCDJCBPM_04526	gene	2169	ppk_2			
FCDJCBPM_04527	gene	228				
FCDJCBPM_04528	gene	1395	gbpA_4			
FCDJCBPM_04529	gene	912	yfeA_2			
FCDJCBPM_04530	gene	810	mntB_5			
FCDJCBPM_04531	gene	861	mntB_6			
FCDJCBPM_04532	gene	840	mntB_7			
FCDJCBPM_04533	gene	1272				
FCDJCBPM_04534	gene	1791	nagZ_2			
FCDJCBPM_04535	gene	102				
FCDJCBPM_04536	gene	342				
FCDJCBPM_04537	gene	1725	mhpA			
FCDJCBPM_04538	gene	351				
FCDJCBPM_04539	gene	2079				
FCDJCBPM_04540	gene	921	yjiE			
FCDJCBPM_04541	gene	1428	abgB_3			
FCDJCBPM_04542	gene	1593	ddpA_3			
FCDJCBPM_04543	gene	1074	dppB_5			
FCDJCBPM_04544	gene	936	ddpC_3			
FCDJCBPM_04545	gene	867	oppD_4			
FCDJCBPM_04546	gene	765	oppF_2			
FCDJCBPM_04547	gene	927				
FCDJCBPM_04548	gene	1302				
FCDJCBPM_04549	gene	1071				
FCDJCBPM_04550	gene	621				
FCDJCBPM_04551	gene	1269	kanB			
FCDJCBPM_04552	gene	654	btrP			
FCDJCBPM_04553	gene	3681				
FCDJCBPM_04554	gene	1869	btrL			
FCDJCBPM_04555	gene	771	neoL			
FCDJCBPM_04556	gene	276				
FCDJCBPM_04557	gene	1230	kanC			
FCDJCBPM_04558	gene	1230	neoD			
FCDJCBPM_04559	gene	708	btrN			
FCDJCBPM_04560	gene	1017	btuD_12			
FCDJCBPM_04561	gene	774				
FCDJCBPM_04562	gene	789				
FCDJCBPM_04563	gene	909				
FCDJCBPM_04564	gene	1080	sseL			
FCDJCBPM_04565	gene	912				
FCDJCBPM_04566	gene	915				
FCDJCBPM_04567	gene	189				
FCDJCBPM_04568	gene	1539	norR			
FCDJCBPM_04569	gene	1428	norV			
FCDJCBPM_04570	gene	714	norW_2			
FCDJCBPM_04571	gene	294	norW_3			
FCDJCBPM_04572	gene	891	tehB			
FCDJCBPM_04573	gene	1536	phrB_2			
FCDJCBPM_04574	gene	1419				
FCDJCBPM_04575	gene	1311				
FCDJCBPM_04576	gene	276				
FCDJCBPM_04577	gene	609	tam_2			
FCDJCBPM_04578	gene	687	rutB_3			
FCDJCBPM_04579	gene	567				
FCDJCBPM_04580	gene	1902	nagZ_3			
FCDJCBPM_04581	gene	540	pheA2			
FCDJCBPM_04582	gene	1131				
FCDJCBPM_04583	gene	543				
FCDJCBPM_04584	gene	855	blaP			
FCDJCBPM_04585	gene	588	puuR			
FCDJCBPM_04586	gene	666	glnP_2			
FCDJCBPM_04587	gene	756	glnQ_13			
FCDJCBPM_04588	gene	834	hisJ			
FCDJCBPM_04589	gene	1074	pah			
FCDJCBPM_04590	gene	1239	hyuC_2			
FCDJCBPM_04591	gene	405				
FCDJCBPM_04592	gene	1110				
FCDJCBPM_04593	gene	669	mcbR			
FCDJCBPM_04594	gene	744				
FCDJCBPM_04595	gene	402	mtnD_2			
FCDJCBPM_04596	gene	909	garR_2			
FCDJCBPM_04597	gene	1353	proP_6			
FCDJCBPM_04598	gene	405				
FCDJCBPM_04599	gene	1437	ald			
FCDJCBPM_04600	gene	873	garR_3			
FCDJCBPM_04601	gene	327				
FCDJCBPM_04602	gene	825				
FCDJCBPM_04603	gene	546				
FCDJCBPM_04604	gene	885				
FCDJCBPM_04605	gene	279				
FCDJCBPM_04606	gene	636	srp54			
FCDJCBPM_04607	gene	1029	repB			
